comment
"
					삭제된 댓글입니다. (삭제일시: 2024/03/07 20:18:29)
				"
"
					아이고..
				"
"
					삭제된 댓글입니다. (삭제일시: 2025/02/13 15:00:27)
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/06/07 13:40:05)
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/04/16 22:06:44)
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/08/13 06:20:40)
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/05/01 16:21:10)
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/05/16 17:03:12)
				"
"
					짐승도아니고 진짜 
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/04/26 11:21:41)
				"
"
					삭제된 댓글입니다. (삭제일시: 2025/02/13 15:00:27)
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/04/10 00:36:22)
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/08/22 16:05:00)
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/02/22 21:10:09)
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/02/27 18:15:26)
				"
"
					군대 안갔다와서 취직 안된다고 일 안하고 찜질방에서 산후조리했다던..?ㅠ
				"
"
					매년 출산이라니....... 대단한 듯 한명 낳고 키우기도 힘든데
				"
"
					22평에 9식구가 어떻게살아..
				"
"
					애도 형편에 맞게 낳아야지..
				"
"
					일곱 낳았는데 천밖에 안줘?
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/02/22 15:41:17)
				"
"
					왜저렇게....
				"
"
					최소 40평집에 승합차 한대는 정부에서 줘야하는거 아니냐
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/07/10 10:59:16)
				"
"
					고딩엄빠 출연한 부부인데 친정어머니가 다육아 하시고 어머님이 니 애들인데 니가 키워야지 왜 내가 키우냐고 힘들어하심...걍 답답함 애엄마 맞벌이하는것도아님
				"
"
					☞23덬 뭔 개소리 진짴ㅋㅋㅋㅋㅋ
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/08/31 20:43:47)
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/06/07 18:32:08)
				"
"
					형편에 비해 너무 많이 낳아서 안타까움을 토로할 순 있지만 이미 태어나서 어케든 살아가고있는 사람들을 향해 너무 욕하는 사람도 종종 있는 것 같네. 진짜 저 아이들을 걱정하는거라면 비난은 아무 도움 안될거 같다... (걱정하는 덬들말고 비난만 하는 사람에게 하는 말)
				"
"
					ㅜㅜ
				"
"
					삭제된 댓글입니다. (삭제일시: 2025/02/13 15:00:27)
				"
"
					왜 유독 이런집에서 다산을 하는건지 넘 궁금함...
				"
"
					☞23덬 40평 집 관리비 낼 돈은 있고? 전기 가스비에 애들 먹고 입고 이게 감당이 된대?... 
				"
"
					감당안되면 물리적으로 해결을 하지..
				"
"
					저게 맞아...? 저런 집에서 7명이나 낳는 게 맞아? 이쯤되면 정부 지원받으려고 낳은 거 아닌가 하는 생각도 드네 집도 넓혀달라고 요구하는 거 말잇못...
				"
"
					이런집 첫째가 고생하던데 안쓰러움 ㅠㅠ
				"
"
					200만원 버는데 애가 6명 ㄷㄷ
				"
"
					친정어머니께 지원을..ㅠ
				"
"
					삭제된 댓글입니다. (삭제일시: 2025/02/13 15:00:27)
				"
"
					에?? 고딩엄빠?? 생각없이 낳기만 하는거야??? 수입도 키울만치 안되는데... 정부지원 저렇게 받아서 애들한테 제대로 쓰이긴 하는건가???
				"
"
					무작정 싸지르고 낳고 키운다고 책임있는건 아니다
				"
"
					첫째가 바라는거 그냥 깨끗하고 조용한 집에서 자기 좋아하는 취미생활 하는거라서 할머니집가서 노는거 안타까웠는데...그런 기본적인 욕구 충족도 안되는 상황에 아이만 낳는건 좀 아닌거같다는 생각이 듦...
				"
"
					못배워서 그렇지 뭐...
				"
"
					뭘 자꾸 그냥  주래 딴집은 다 경제상황 고려해서 가족계획 짬 그런집도 다 해줄거면 주던가 복지나 문화포인트나 감면혜택같은거면 되겟네
				"
"
					☞23덬 니돈으로 사줘라 ㅋ
				"
"
					하아...본인들은 행복하고 애들이나 조부모같은 다른 가족은 짊어진 무게가 한가득
				"
"
					☞23덬 본인들이 원해서 낳는걸 왜 나라가 집도 주고 차도 줘야하는뎈ㅋㅋㅋㅋㅋ 나라가 낳으라고 강요한것도 아닌데ㅋㅋ
				"
"
					첫애가 생일에 돈없다고 선물받아 본 적 없다던데.. 영상보니 엄마는 네일하고 교정도 하고 있더만
				"
"
					애들 어찌 기르려나
				"
"
					☞11덬 맞벌이도 아니야 저사람 기저질환인가 뭔가로 잘 못일어나고 공부하고 자식친구쪽 학부모들이랑 같이 모임하고 이러느라 육아는 다 친정엄마혼자 독박해
				"
"
					☞23덬 자기들이 감당도 못할 애들 낳아서 키우는데 왜 세금을 써야해
				"
"
					아니 애초에 애를 왜 낳아야해
				"
"
					이제는 왜 애를 낳는지 물어봐야 할때임 허구한날 스토킹 왜안만나줘 충한테 살인기사 나는데
				"
"
					낳을 메리트가 있어야 낳지않겠어? 아니 애초에 결혼을 하기엔 요즘 제대로 된 사람도 없어서 결혼하는 사람도 줄고있는 판에 
				"
"
					애를 낳으려는 마음이 있는 사람마저 낳지 않기로 결심하게 되는 이유가 있긴함
				"
"
					낳기싫은사람한테 백날 낳으라고 해봤자 의미없을것같고 낳으려는 사람들을 위해 정자기증이라도 열어줘라
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/03/09 07:11:35)
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/03/03 22:57:33)
				"
"
					유명강사도 자기 제자들 고딩때 그누구보다 열심히 해서 서울대 가놓고 결혼후 육아하느라 집에만 있다고 했던가 안타깝다고 한탄함
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/02/29 22:27:41)
				"
"
					난 애는 낳고싶은데 결혼은 싫음 정자기증 관련해서 되면 지금이라도 애 낳고싶음
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/03/01 08:24:18)
				"
"
					이나라가 얼마나좆같은지를 봐
				"
"
					논리적으로 애 안 낳는 이유가 명확하면 오히려 그걸 고치면 되니까 출산률 올리기도 쉽지 근데 지금은 그런 단계도 지났다고 봄 그냥 출산하면 ㅈ 된다는 게 느껴져서 당연히 안 낳는 단계라 저런 분석도 이제 의미 없다
				"
"
					왜겠음 ㅋ
				"
"
					애를 낳으려면 남자를 만나야하는데 어떤사람을 만날지 겁이나..데이트 폭력 살인사건 이게 하루이틀이 멀다하고 맨날 여자들이 죽어나가는데 어디서 누굴만남...차라리 정자은행 열어두면 애낳을 여자들 많을걸..?
				"
"
					외국에 사는 한인도 특히 더 낮던데 그건 왜 그런거지?
				"
"
					전세계 여자들에게 애를 낳는 삶이 정상이라고 가스라이팅하는 게 지금 현실임 아직도 멀었어
				"
"
					왜 낳아요? 를 물어줘
				"
"
					아 난 저 이유 다 아닌데 여기 못 써 ㅎㅎ
				"
"
					ㅋㅋㅋㅋㅋㅋㅋ외국인도 한국와서 돌아다니면서 한국여자들 의견 듣는데 막상 당사자인 우리나라는 늙은 남자들끼리만 저출산 논쟁하는 ㅈㄴ 블랙코미디
				"
"
					☞16덬 외국 산다고 한국 사회 문화에서 동떨어져서 살진 않지 부부가 둘다 한국인이면 특히
				"
"
					외신도 웃기네 안낳으면 걍 안낳는갑다 해라
지들도 이민자나 무슬림들만 애 낳으면서 ㅋㅋㅋ
				"
"
					남자들이 직장을 잃거나 대가족을 부양하는데 실패하거나 매일 계속되는 다른 굴욕을 견디며 쌓인 화와 좌절감을 주로 쏟아내는 대상이 아내이고 아내구타니까 결혼은 하기 싫음
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/03/03 22:57:33)
				"
"
					그냥^^
				"
"
					☞11덬 혹시 어떤기사인지 날려줄수있너? 나도 궁금해
				"
"
					아니 근데 왜낳아야하는뎈ㅋㅋ나라를위해?ㅋㅋㅋ무슨 씨알도안먹히는..
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/05/28 13:52:40)
				"
"
					☞5덬 22 그냥 이런거나 지원해라 이미 골도 깊고 늦었어 솔직히 대통령도 애는 관심 조또없다구 나이좀있어도 난임부부라도 더 지원해봐
				"
"
					☞24덬 이젠 외국에서까지 왜 한국여자들 애 안낳냐고 대서특필까지 하는데 빡이치냐 안치냐 국내외로 한국여자들한테 애 안낳는다고 지럴들이야 그냥 나라 망하게 좀 냅뒀으면
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/03/06 10:22:38)
				"
"
					☞30덬 넌 영상이나 보고와라 저게 여자들한테 지랄하는걸로 보이면 이해력에 심각한 문제가 있는거고 여성의 관점에서 저출생문제에 접근하는 국내언론은 거의 없어지다시피한 상황에 엉뚱한데다 화풀이하지마
				"
"
					돈 벌어 먹고 사는거 자체도 힘들어 죽겠구만 왜 자꾸 무거운 짐을 더 못 줘서 안달인건지 왜 국가를 위해 낳으란건가?
				"
"
					☞30덬 저 인터뷰 내가 원인밖에 안 긁어왔는데 조사한 이유가 왜 안 낳는가 지랄이 아니라 출산정책을 만드는 사람이 여성의 목소리를 듣지 않으니 우리(bbc)가 이야기를 듣겠다고 시작한거임

				"
"
					☞16덬 요즘은 걍 동아시아 쪽이 대체적으로 떨어지고 있다고 함. 한중일 뿐만 아니라 태국, 말레이시아, 베트남 이런 개도국 동남아도 아직 1.x지만 거의 0을 향해 달려가고 있음. 아무래도 sns로 남들과 비교하면서 경쟁이 심화되는 게 이유로 뽑히는 거 같음. 그나마 우리나라는 선진국 찍고 하락세 탄 거지만 개도국 상태에서 하락세 찍는 나라들은 위기감 느낀다더라전세계적으로 다른 나라들도 슬슬 출산율 하락세에 진입하니까 이 분야의 선두주자이자 이미 몇년 전부터 이야기 나온 한국의 상황을 리뷰하는 기사들이 많아지는 듯...
				"
"
					삭제된 댓글입니다. (삭제일시: 2025/01/19 02:36:29)
				"
"
					아니 낳겠다는 미혼이 있는데 대체 왜 못하게 하는건지.......

☞5덬 3333 정자은행 도입 왜 안하는지
				"
"
					다 자아실현하고싶어하지 기본적으로 여권낮은데 빼고는 전부 당연히 전세계가 저출산기조지 근데 한국이 유독 더 그렇다면 그 사회가 기혼여성 출산여성한테 얼마나 더 불리하면 그러겠음? 한국여자들에게 호통쳐봤자 결혼하고 애낳으면 아직도 여자만 손해인 한국 사회가 문제라고 맞벌이 다하면서 돈은 돈대로 버는데 육아도 가사도 사회인식도 평등과는 거리가멈..
				"
"
					난 집주고 1억 준대도 싫어 
				"
"
					아니 좋은 기사인뎈ㅋㅋㅋㅋㅋ 댓글 좀 재밌다 ㅋㅋㅋ
				"
"
					나중에 봐야지 
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/03/11 16:23:55)
				"
"
					☞30덬 기사  주내용이 뭔지  영상 다 보긴했어??  또 제목만 보고 이러나?
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/03/01 04:18:47)
				"
"
					가임기라 일컬어지는 여성들에게 심도있는 인터뷰만 1년동안 했어도 충분히 문제점을 간파 했을건데...외신기자들의 눈을 통해서도 이 문제를 어디서 들여다봐야할지 간파했는데...왜 안보이는걸..까?라고 하기엔ㅋㅋㅋ얼마전 핫게 돌싱 남자들 피하고픈 이성 순위매긴거 보자하니ㅋㅋㅋㅋㅋㅋ할말이 없닼ㅋㅋㅋ
				"
"
					어 여기도 제대로 분석했네ㅋㅋ 근데 왜 우리 정부만ㅋㅋ 모르쇠야
				"
"
					ㅜㅜ
				"
"
					그리고 한국남자들 인성도 인성인데 외적인 매력도 없음 2030한국남자들 비만율만 봐도
				"
"
					귀엽고 애틋하지만 장려는 실패..
				"
"
					난 이거보고 아기 낳고 싶다는 생각은 안들던데ㅋㅋㅋ 근데 광고 자체는 계속 봐짐
				"
"
					일단 난 아님
				"
"
					걍 화목하다....정도
				"
"
					☞1덬 ㅇㅇ222222
				"
"
					진짜 낳기 싫어지던뎈ㅋㅋㅋㅋ
				"
"
					보고서는 , 애 낳은 사람들 진짜 고생 많다 그러니까 국가가 잘 좀 도와줘야겠네 하는 생각.
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/05/10 22:35:35)
				"
"
					엄마가 이 광고 엄청 좋아하던데ㅋㅋㅋㅋ 근데 출산장려라는 느낌은 못받긴했음 그냥 고생이 많네... 이런느낌??
				"
"
					KCC도 출산장려하려고 만든게 아닌거같은데뭨ㅋ
				"
"
					몽긍몽글 따뜻한 광고야. 출산장려랑은 전혀 상관없지 않나?
				"
"
					갠취로 저 kcc 광고 전체 다 통으로 별로ㅋㅋㅋ
				"
"
					광고 다 몽글몽글 귀엽던데
				"
"
					애초에 출산장려 광고가 아니잖아 그냥 몽글몽글한 광고지 광고 자체는 잘만들어서 계속 보게됨
				"
"
					그냥 귀엽던데 웃김
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/05/21 19:19:37)
				"
"
					그냥 보고 넘어감 장려는 안 됨
				"
"
					출산장려랑은 상관없이 우리집이랑 존똑이라 계속 보게 됐던 광고영상... 잘뽑았다 했는데
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/06/17 13:14:31)
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/07/03 13:01:11)
				"
"
					우리 엄마도 이거 잘만들었다고 하던데 힘들지만 그럼에도 불구하고 행복해서 한명 더 낳아볼까? 이런 느낌이라고
				"
"
					☞19덬 아니 왜 뱉어ㅋㅋㅋㅋㅋㅋㅋㅋ
				"
"
					☞703덬 ㅋㅋㅋㅋㅋㅋㅋ 팩폭
				"
"
					“그냥”
				"
"
					삭제된 댓글입니다.
				"
"
					ㅅ
				"
"
					삭제된 댓글입니다. (삭제일시: 2022/11/26 18:12:13)
				"
"
					여자도 돈버는 시대인데 같이 육아 집안일해야지...
				"
"
					가사 육아 분담률에
유연하지 않은 근무형태
여기에 시댁 경조사 챙기기

머리 터짐 진짜
				"
"
					ㅋㅋㅋㅋㅋㅋ그냥...
				"
"
					여성과 아동을 혐오하는사회인데 왜 하려고 할까..?
				"
"
					북유럽은 코로나로 집안에만 있으니까 육아능력이 짱짱해서 그런지 출생율이 늘었다더라. 우리나라는 어림도 없지ㅋㅋㅋㅋ 남성 육아휴직 의무화하고(윗덬들처럼 행패뷰리는 큰아들 ㅇㅈㄹ 있다는 거 앎. 그래도 시도해야함) 정자은행 활성화하고 덴마크 정자은행 모셔오고 이래야 하는거 아님?
				"
"
					왜겠냐고
				"
"
					육아분담 안 되는거 뻔히 알면서 그르나
				"
"
					뭘 다 알면서 새삼 모르는 척 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
				"
"
					왜겠냐?
				"
"
					내가 7년전 즈음 면접 볼 때 20대 후반이었는데 단골 질문이 결혼 안하냐 이거였음ㅋㅋ 아 바로 결혼하고 그만 둘 것 같은데~ 면접관한테 이런 소리 나왔었음 현재도 결혼 안함
				"
"
					어 그냥 어차피 고칠생각도 없잖아
				"
"
					같이 돈버는데 육아집안일 분담이 안되잖아
				"
"
					삭제된 댓글입니다. (삭제일시: 2023/12/11 18:57:33)
				"
"
					나라꼴을봐
				"
"
					아 안낳는다고 입아프게 설명하기도싫어
				"
"
					맞벌이 엄만데 매일매일이 죽고 싶음
				"
"
					삭제된 댓글입니다. (삭제일시: 2022/09/05 17:30:04)
				"
"
					삭제된 댓글입니다. (삭제일시: 2023/02/12 22:12:39)
				"
"
					삭제된 댓글입니다. (삭제일시: 2022/09/07 03:34:33)
				"
"
					그 이유를 다 말하면 모종의 단어로 불리며 한순간에 이기적이고 우대받길 원하는 차별주의자 썅년 되잖아ㅋㅋㅋㅋㅋ 그러니까 여자들은 그냥~ 이라고밖에 할 말이 없음 ㅇㅇ그냥임
				"
"
					삭제된 댓글입니다. (삭제일시: 2023/07/29 01:31:58)
				"
"
					삭제된 댓글입니다. (삭제일시: 2022/10/30 05:51:33)
				"
"
					삭제된 댓글입니다. (삭제일시: 2022/12/07 18:10:02)
				"
"
					뭐야 한국 맞벌이 가정 여성들은 히루종일 일하고 집에와서도 3시간을 더 가사노동을 하는거야?
				"
"
					왜겠냐 돈도 적게 받아 일끝나면 집안일에 애봐야돼 이걸 왜 사서 고생하냐고
				"
"
					남편이 육아휴직하면 남편까지 24시간 케어해야 해서 더 힘들다고 회사 선배가 울더라 ㅅㅂ 애 우는데 자기 삼시세끼 안 차려준다고 냉장고 안에 있는 걸 다 집어던졌대 남편이 육아휴직해서 한 일이라고는 24시간 게임하는 거밖에 없었다고  우리 부서 여자들 다 그 얘기 들으면서 비혼 다짐했다
				"
"
					☞613덬 ㅋㅋㅋㅋㅋㅋㅋㅋ완벽한 정리닼ㅋㅋㅋ
				"
"
					한국은 어떨까. 남성의 가사·육아 노동 참여율도, 합계출산율도 OECD 최하위권이다. <<<-이게 현실...
솔까 울나라는 결혼 맘먹은 여자들 대단함
				"
"
					☞805덬 와 진짜 미친거아니야???
분노가 치밀어오른다
				"
"
					수차례 얘기했지만 여자들이 결혼도 안하고 아이도 안낳는 가장 큰 이유는 돈이 아님 돈은 둘째문제야 여자가 아내와 엄마, 며느리로서 요구받는 역할은 전근대적인 사고방식을 버리지 못하면서 동시에 공동 가장의 역할까지 소화하길 바람....지금은 그런 갈등과 모순이 정점에 오른 시대고 그 결과는 출산율로 나오고 있는거ㅋ 여자는 늘어난 경제활동만큼 가정내 역할을 재정립하길 원하는데 남자들은...? 돈만 있으면 결혼하고 싶을 수밖에ㅋㅋ 납치혼 강간혼 매매혼 그렇게까지하며 결혼에 환장한 이유가 뭐겠냐고ㅋㅋ본문이 내 평소생각 그자체인데 저걸 연구씩이나 해서 이제야 알았다는게 놀랍다
				"
"
					왜겠냐고요 시벌
				"
"
					솔직히 이 나라에서 결혼하고 애낳는 여자들이 신기해 왜...  그런 스스로의 인생을 하드코어 난이도로 올리는 선택을 하세요?
				"
"
					삭제된 댓글입니다. (삭제일시: 2022/10/24 20:49:47)
				"
"
					한국은 여자들이 결혼하고 싶어지는 남자를 키워내는 데에 실패했다잖아
				"
"
					삭제된 댓글입니다. (삭제일시: 2024/07/30 04:07:19)
				"
"
					무슨 차차차 프로그램 너툽 댓글도 밥 안차려줬다고 지랄들 하는거 보고 다시한번 비혼을 다짐함 결혼하면 남자가 더 많이 해오는데 어쩌고 밥도 안해준다고 어쩌고 여자 커리어 후려치고 지랄 그 중에 소수의 정상인들이 댓글 달고 웅 
				"
"
					아니 왜 자꾸 여자탓을 하냐고 ㅋㅋㅋ
				"
"
					도대체 세월이 그렇게 흘렀는데도 왜 나이진게 없냐고 사회 분위기와 인식이 바뀌지 않는 이상 이제서야 이런 분석을 하고 있다는것도 놀랍다
				"
"
					삭제된 댓글입니다. (삭제일시: 2023/03/17 16:46:58)
				"
"
					삭제된 댓글입니다. (삭제일시: 2023/03/26 09:24:34)
				"
"
					삭제된 댓글입니다. (삭제일시: 2022/11/06 23:55:40)
				"
"
					삭제된 댓글입니다. (삭제일시: 2022/09/18 02:01:10)
				"
"
					삭제된 댓글입니다. (삭제일시: 2023/03/21 18:00:12)
				"
"
					옛날엔 아들 위해준다고 엄마들이 다해줬잖아 그거 고대로 와이프에게 받을생각 하고 결혼하는게 남자들이고 지금도 마찬가지  여전히 옛날  사고방식 그대로인 어머니들 많고 며느리에게 본인이 아들에게 해준거 고대로  해주길 원함 다만  여성도  사회생활을 적극적 할수있는  시대됐는데 거기에 맞춰 동참하고 배려해야하는 제도적이나 사람들의가치관은 미흡한거 같아
				"
"
					☞703덬 아우 깔끔해 ㅋㅋㅋ
아 그냥~~
				"
"
					남자가 제 구실하면 다 해결될거라 봄 그냥 인간으로서 해야하는 것들ㅎㅎㅎ 같이 살고 애 낳았으면 집안일, 육아 같이 하면 되는데 그게 왜안돼?
				"
"
					삭제된 댓글입니다. (삭제일시: 2023/02/01 12:58:53)
				"
